start_frame;stop_frame;narration
0;164;initial_idle
164;194;person_enter_frame
194;224;pick_up_grater
224;254;put_down_grater
254;284;pick_up_spice_grinder
284;344;adjust_spice_grinder
344;464;grind_spices_into_bowl
464;494;put_down_spice_grinder
494;554;move_oil_bottle
554;614;idle_period
614;644;pick_up_tomato
644;674;place_tomato_on_board
674;704;pick_up_knife
704;734;slice_tomato_in_half
734;764;reposition_tomato_half
764;824;slice_tomato_in_half
824;854;reposition_sliced_tomato
854;1004;slice_tomato_into_pieces
1004;1064;gather_sliced_tomato
1064;1184;slice_tomato_into_pieces
1184;1244;gather_sliced_tomato
1244;1304;reposition_tomato_pieces
1304;1544;dice_tomato_pieces
1544;1634;consolidate_diced_tomato
1634;2234;finely_dice_tomato
2234;2294;reach_for_bowl
2294;2534;scoop_diced_tomato_into_bowl
2534;2774;chop_remaining_tomato_bits
2774;3074;dice_small_tomato_bits
3074;3344;scrape_diced_tomato_into_bowl
3344;3494;clean_cutting_board
3494;3584;reach_for_cheese_packet
3584;3614;pick_up_cheese_packet
3614;3674;open_cheese_packet
3674;3734;remove_cheese_block
3734;3794;place_cheese_on_board
3794;3884;slice_cheese_block
3884;3944;reposition_cheese_for_dicing
3944;4274;dice_cheese
4274;4364;scrape_diced_cheese
4364;5384;continue_dicing_cheese
5384;5474;scoop_diced_cheese_into_bowl
5474;5564;clear_cutting_board
5564;5684;reach_for_lettuce_bag
5684;5744;remove_lettuce_from_bag
5744;5864;tear_lettuce_leaves
5864;5924;cut_lettuce_leaves
5924;6014;tear_more_lettuce_leaves
6014;6104;place_torn_lettuce_into_bowl
6104;6194;cut_more_lettuce_leaves
6194;6404;continue_preparing_lettuce
6404;6584;cut_lettuce_into_pieces
6584;6674;gather_cut_lettuce
6674;6764;scoop_cut_lettuce_into_bowl
6764;6884;cut_final_lettuce_pieces
6884;6974;scoop_final_lettuce_into_bowl
6974;7064;clear_knife_and_board
7064;7154;reposition_items_on_counter
7154;7244;pick_up_olive_oil_bottle
7244;7334;remove_oil_cap
7334;7394;put_down_oil_cap
7394;7484;remove_pepper_grinder_cap
7484;7544;put_down_pepper_grinder_cap
7544;7604;remove_salt_shaker_cap
7604;7664;put_down_salt_shaker_cap
7664;7724;pick_up_pepper_grinder
7724;7814;grind_pepper_into_bowl
7814;7874;replace_pepper_grinder_cap
7874;7934;put_down_pepper_grinder
7934;8024;pick_up_spoon
8024;8114;pour_olive_oil_into_bowl
8114;8204;put_down_olive_oil_bottle
8204;8294;pick_up_salt_shaker
8294;8384;shake_salt_into_bowl
8384;8444;replace_salt_shaker_cap
8444;8504;put_down_salt_shaker
8504;8594;pick_up_dressing_bottle
8594;8714;pour_dressing_into_bowl
8714;8804;replace_dressing_cap
8804;8924;put_down_dressing_bottle
8924;9014;pick_up_spice_shaker
9014;9074;remove_spice_shaker_cap
9074;9134;shake_spices_into_bowl
9134;9194;replace_spice_shaker_cap
9194;9254;put_down_spice_shaker
9254;10094;mix_salad_with_spoon_and_hand
10094;10214;mix_salad_with_both_hands
10214;10334;lift_salad_bowl
10334;10484;move_salad_bowl_away
10484;10994;idle_period
10994;11054;bring_bowl_back
11054;11114;put_down_spoon
11114;11204;read_instruction_sheet
11204;11294;reach_for_spice_grinder
11294;11384;adjust_spice_grinder
11384;11444;put_down_spice_grinder
11444;11534;check_instruction_sheet
11534;11624;point_at_instruction_sheet
11624;11685;reach_for_cucumber
