start_frame;stop_frame;narration
63;381;prepare_dressing
76;155;add_oil
171;236;add_vinegar
239;265;add_pepper
269;302;add_salt
306;381;mix_dressing
399;570;peel_cucumber
399;1646;cut_and_mix_ingredients
572;590;place_cucumber_into_bowl
591;749;cut_cucumber
749;786;place_cucumber_into_bowl
784;1000;cut_tomato
991;1027;place_tomato_into_bowl
1028;1191;cut_tomato
1190;1243;place_tomato_into_bowl
1246;1341;cut_cheese
1341;1379;place_cheese_into_bowl
1395;1545;cut_lettuce
1547;1577;place_lettuce_into_bowl
1578;1580;mix_ingredients_prep
1580;1643;mix_ingredients_core
1643;1646;mix_ingredients_post
1669;1767;serve_salad_onto_plate
1669;1850;serve_salad
1770;1850;add_dressing
