start_frame;stop_frame;narration
263;406;cut_tomato
263;1347;cut_and_mix_ingredients
406;453;place_tomato_into_bowl
472;656;peel_cucumber
665;800;cut_cucumber
800;829;place_cucumber_into_bowl
851;1021;cut_cheese
1021;1073;place_cheese_into_bowl
1090;1164;cut_lettuce
1168;1230;cut_lettuce
1230;1275;place_lettuce_into_bowl
1279;1287;mix_ingredients_prep
1287;1327;mix_ingredients_core
1327;1347;mix_ingredients_post
1349;1391;add_vinegar
1349;1571;prepare_dressing
1385;1435;add_oil
1429;1462;add_salt
1459;1500;add_pepper
1503;1571;mix_dressing
1577;1653;serve_salad_onto_plate
1577;1653;serve_salad
