start_frame;stop_frame;narration
61;573;peel_cucumber
61;1232;cut_and_mix_ingredients
577;632;place_cucumber_into_bowl
640;827;cut_lettuce
828;856;place_lettuce_into_bowl
858;955;cut_cheese
955;970;place_cheese_into_bowl
978;1131;cut_tomato
1132;1138;place_tomato_into_bowl
1154;1157;mix_ingredients_prep
1157;1222;mix_ingredients_core
1222;1232;mix_ingredients_post
1237;1609;prepare_dressing
1268;1361;add_oil
1363;1443;add_vinegar
1445;1471;add_pepper
1473;1510;add_salt
1513;1609;mix_dressing
1615;1705;serve_salad_onto_plate
1615;1799;serve_salad
1732;1799;add_dressing
