start_frame;stop_frame;narration
1150;2410;cut_cheese
2410;2565;place_cheese_into_bowl
2615;3440;cut_tomato
3440;3545;place_tomato_into_bowl
3545;3580;cut_tomato
3580;3630;place_tomato_into_bowl
3640;3695;mix_ingredients
3695;3740;place_tomato_into_bowl
3770;4325;cut_lettuce
4325;4450;place_lettuce_into_bowl
4470;4755;cut_lettuce
4755;4980;place_lettuce_into_bowl
5010;6360;peel_cucumber
6360;6930;cut_cucumber
6930;6980;place_cucumber_into_bowl
6995;7195;cut_cucumber
7195;7330;place_cucumber_into_bowl
7455;7855;add_vinegar
7455;8645;prepare_dressing
7855;7990;add_vinegar
7995;8235;add_oil
8250;8400;add_salt
8395;8645;add_pepper
8645;8745;mix_ingredients
8645;9290;cut_and_mix_ingredients
8745;9290;mix_ingredients
9290;9825;serve_salad_onto_plate
