start_frame;stop_frame;narration
390;2270;prepare_dressing
635;990;add_salt
1030;1260;add_pepper
1285;1640;add_vinegar
1655;2050;add_oil
2050;2225;mix_dressing
2310;2790;cut_cheese
2310;8830;cut_and_mix_ingredients
2790;3885;cut_cheese
3885;4440;cut_tomato
4485;6435;peel_cucumber
6605;7465;cut_cucumber
7465;7870;place_cucumber_into_bowl
7870;7945;place_tomato_into_bowl
7950;8020;place_cucumber_into_bowl
8035;8615;cut_lettuce
8615;8830;place_lettuce_into_bowl
8835;8985;add_dressing
8835;9170;serve_salad
8985;9170;add_dressing
9235;9360;mix_ingredients
9235;9585;cut_and_mix_ingredients
9360;9585;mix_ingredients
9585;9625;serve_salad_onto_plate
9585;10080;serve_salad
9625;10080;serve_salad_onto_plate
